name,brand,type,rating_value,rating_count,gender,country,year,segment,perfumers,families,top_notes,middle_notes,bottom_notes,users_notes,url
Nankun Kodō,Sultan Pasha Attars,Масляные духи,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['east'],[],"['ambretta', 'star-anise', 'cloves', 'hinoki', 'cypress', 'cinnamon', 'ladan', 'musk', 'pachuli', 'fenugreek', 'sandal', 'ambergris', 'siam']",[],[],https://aromo.ru/fragrance/sultan-pasha-attars-nankun-kod-perfume-oil-perfume-oil-609941/
Love Notes,Marc de la Morandiere,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['floral', 'wood', 'musk']",[],"['bergamot', 'tonka-bean', 'woodyamber', 'rozmarin']",[],[],https://aromo.ru/fragrance/marc-de-la-morandiere-love-notes-70838/
JF9 Green,Jafra,Одеколон,"3,0",2 оценки,Парфюмерия масс-маркет,united-states,2012,mass-market,[],['fern'],"['orange', 'bergamot', 'lemon']","['apelsinovyj-cvet-flerdoranzh', 'artemizija-polyn', 'rozmarin', 'sage', 'spices', 'jasmine']","['ambra', 'tonka-bean', 'drevesnyje-noty', 'dubovyj-moh', 'ladan', 'musk', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/jafra-jf9-green-cologne-eau-de-cologne-1831863/
A Lucien Lelong,Lucien Lelong,Духи / Экстракт,"0,0",N/A,Духи / Экстракт,N/A,N/A,N/A,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/lucien-lelong-a-lucien-lelong-792969/
Rose Jam Body Spray,Lush,Ароматная дымка,"4,5",2 оценки,Парфюмерия масс-маркет,united-kingdom,N/A,mass-market,[],['floral'],['rose'],['geranium'],['lemon'],"['geranium', 'rose']",https://aromo.ru/fragrance/lush-rose-jam-body-spray-fragrant-haze-fragrance-mist-2294518/
M'zelle Very Vanilla,Corine de Farme,Туалетная вода,"0,0",N/A,Парфюмерия масс-маркет,france,N/A,mass-market,[],"['east', 'gourmet']","['moloko', 'vanil']",['gourmand-notes'],"['pachuli', 'sahar']",[],https://aromo.ru/fragrance/corine-de-farme-m_zelle-very-vanilla-75844/
Night Fission,PG Parfums,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['fruit', 'floral']","['ananas', 'dyna', 'lichi', 'smorodina']","['geliotrop', 'iris', 'magnolija', 'rose', 'jasmine']","['pachuli', 'sandal', 'vetiver']",[],https://aromo.ru/fragrance/pg-parfums-night-fission-76718/
No 8 For Her,Dossage,Парфюмерная вода,"0,0",N/A,с 2012,N/A,N/A,N/A,[],"['floral', 'fruit']",[],"['white-musk', 'black-currant', 'lily-of-the-valley', 'lemon', 'pink-pepper', 'tangerine']",[],[],https://aromo.ru/fragrance/dossage-no-8-for-her-77218/
Nuage № 22,Ciel,Парфюмерная вода,"0,0",N/A,Парфюмерия масс-маркет,russian-federation,N/A,mass-market,[],"['musk', 'wood', 'floral']","['bergamot', 'lemon']","['cardamom', 'rose']","['kedr', 'musk']",[],https://aromo.ru/fragrance/ciel-parfum-nuage-_-22-77576/
Akragas,Tiziana Terenzi,Духи / Экстракт,"0,0",N/A,Нишевая парфюмерия,italy,2022,niche,"['paolo-terenzi', 'titian-terence']","['wood', 'aromatic', 'mineral']","['grapefruit', 'mirta', 'morskije-vodorosli', 'neroli']","['geranium', 'kedr', 'sea-salt', 'timjan']","['benzoin', 'musk', 'pachuli', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/tiziana-terenzi-akragas-perfume-extract-parfum-extrait-de-parfum-2411055/
Orient,El Sapone,Масляные духи,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['east'],"['chernaja-orkhideja', 'cinnamon']",['sandal'],['ambra'],[],https://aromo.ru/fragrance/el-sapone-orient-78849/
Patchouli,Les Petits Plaisirs,Туалетная вода,"3,0",1 оценка,Туалетная вода,N/A,N/A,N/A,[],"['wood', 'fern']","['bergamot', 'geranium']","['aldehydes', 'kedr']","['tonka-bean', 'pachuli']",[],https://aromo.ru/fragrance/les-petits-plaisirs-patchouli-80365/
Minted,Nomenclature,Парфюмерная вода,"3,0",1 оценка,Нишевая парфюмерия,united-states,2022,niche,[],"['green', 'aromatic']",[],"['atlas-cedar', 'bergamot', 'lemongrass', 'violet', 'korichnevyj-sahar', 'mate', 'papyrus', 'jasmine']",[],"['lemongrass', 'violet', 'mate', 'jasmine']",https://aromo.ru/fragrance/nomenclature-minted-perfume-water-eau-de-parfum-2411099/
Perfect Dream,MyParfum,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/myparfum-perfect-dream-80814/
Bibelot,Revillon,,"0,0",N/A,В производстве,1947,N/A,N/A,[],['floral'],[],"['white-musk', 'floral-notes']",[],[],https://aromo.ru/fragrance/revillon-bibelot-953549/
Purple Iris,Coeur d’Esprit Natural Perfumes,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['floral', 'east']",['spices'],"['ilang-ilang', 'iris', 'kokos', 'linden-blossom', 'mimosa', 'rose', 'jasmine']","['ambra', 'ambretta', 'sandal']",[],https://aromo.ru/fragrance/coeur-desprit-natural-perfumes-purple-iris-83148/
Que Je T'aime Prestige,Johnny Hallyday,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/johnny-hallyday-que-je-t_aime-prestige-83278/
Roma / Pomegranate,Castelbel,Парфюмерная вода,"3,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],['fruit'],[],"['granat', 'krasnye-frukty']",[],[],https://aromo.ru/fragrance/castelbel-roma-_-pomegranate-84718/
Rose Geranium,"Hové Parfumeur, Ltd.",,"0,0",N/A,с 1955,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/hove-parfumeur-ltd-rose-geranium-85100/
Royal Bouquet,Al-Rehab,Масляные духи,"0,0",N/A,Парфюмерия масс-маркет,saudi-arabia,N/A,mass-market,[],['green'],[],"['dikije-travy', 'moss', 'musk']",[],[],https://aromo.ru/fragrance/al-rehab-royal-bouquet-perfume-oil-perfume-oil-85523/
Jonquilla,Song of India / R-Expo,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],[],['narciss'],[],[],https://aromo.ru/fragrance/song-of-india-jonquilla-813995/
Sandalwood,Royal Mirage,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['wood'],[],"['drevesnyje-noty', 'pachuli', 'sandal', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/royal-mirage-sandalwood-86458/
Sexpot,Perfumies,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],[],[],[],[],[],https://aromo.ru/fragrance/perfumies-sexpot-87570/
Charme de Marseille,Vittorio Bellucci,Туалетная вода,"3,5",2 оценки,Парфюмерия масс-маркет,poland,N/A,mass-market,[],"['sweet', 'floral']","['bergamot', 'bitter-orange', 'grapefruit']","['rose', 'sandal', 'jasmine']","['white-musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/code-8691-charme-de-marseille/
Faces No Gender,Natura,Одеколон,"3,0",3 оценки,с 2018,N/A,N/A,N/A,[],['citrus'],"['orange', 'bergamot', 'lemon', 'mandarin', 'nutmeg', 'pomelo', 'green-notes']","['ginger', 'cardamom', 'lavender', 'jasmine']","['white-cedar', 'tonka-bean', 'pachuli', 'sandal']",[],https://aromo.ru/fragrance/natura-faces-no-gender-cologne-eau-de-cologne-1922227/
Tabacco Extreme,Il Profumiere,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['east'],[],"['ambra', 'lemongrass', 'elemi', 'cloves', 'cinnamon', 'kozha', 'lemon', 'rose', 'tabak', 'vanil']",[],[],https://aromo.ru/fragrance/il-profumiere-tabacco-extreme-91298/
Tattoo,Natalie,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['east', 'floral']",[],"['floral-notes', 'fruity-notes', 'spices']",[],[],https://aromo.ru/fragrance/natalie-n-tattoo-91577/
The Man I Love,Vero Uomo / Verro Uomo,Туалетная вода,"4,0",3 оценки,Туалетная вода,N/A,N/A,N/A,[],"['fern', 'wood']","['bergamot', 'cloves', 'mandarin']","['violet', 'guajak']","['ambra', 'tonka-bean', 'vanil']",[],https://aromo.ru/fragrance/vero-uomo--verro-uomo-the-man-i-love-92353/
The University of Tennessee Women,Masik Collegiate Fragrances,,"0,0",N/A,с 2009,N/A,N/A,N/A,[],['floral'],"['lotos', 'magnolija', 'tangerine']","['orchid', 'rose']","['white-musk', 'mimosa', 'driftwood']",[],https://aromo.ru/fragrance/masik-collegiate-fragrances-the-university-of-tennessee-women-92558/
Tosca,Strange Invisible Perfumes,,"0,0",N/A,с 2005,N/A,N/A,N/A,[],['floral'],[],"['apelsinovyj-cvet-flerdoranzh', 'basil', 'bergamot', 'violet', 'mimosa', 'musk', 'tabak', 'jasmine']",[],[],https://aromo.ru/fragrance/strange-invisible-perfumes-tosca-93178/
Tropical Coconut,Blushie,Масляные духи,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'sweet']",[],"['fruity-notes', 'kokos']",[],[],https://aromo.ru/fragrance/blushie-tropical-coconut-93560/
Vanille,Blancheide,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],"['ilang-ilang', 'magnolija']","['geliotrop', 'sandal']","['white-musk', 'cocoa', 'praline', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/blancheide-vanille-95069/
Kill The Lights,Gritti,Духи / Экстракт,"0,0",N/A,Нишевая парфюмерия,italy,2023,niche,[],"['leather', 'wood', 'aromatic']","['artemizija-polyn', 'davana', 'juniper']","['kozha', 'pink-pepper', 'seno']","['birch', 'guajak', 'pistacia-lentiscus', 'resins']",[],https://aromo.ru/fragrance/dr-gritti-kill-the-lights-perfume-extract-parfum-extrait-de-parfum-2420287/
Violett Tabak,Ava Luxe,,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['east', 'wood']",[],"['ambra', 'drevesnyje-noty', 'violet', 'spices', 'tabak']",[],[],https://aromo.ru/fragrance/ava-luxe-violett-tabak-96181/
Vol 870 YUL-CDG,Monsillage,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['abrikos', 'ambra', 'bergamot', 'ilang-ilang', 'kedr', 'cypress', 'kozha', 'musk', 'osmantus', 'sage', 'fir-resin', 'resins', 'spices']",[],[],https://aromo.ru/fragrance/monsillage-vol-870-yul_cdg-96516/
Marquise,Hadarah Perfumes,Парфюмерная вода,"0,0",N/A,с 2018,N/A,N/A,N/A,[],['floral'],[],"['floral-notes', 'rose']",[],[],https://aromo.ru/fragrance/hadarah-perfumes-la-marquise-1226043/
Musa Paradisiaca,Cristian Cavagna,Духи / Экстракт,"0,0",N/A,с 2021,N/A,N/A,N/A,[],['floral'],"['ginger', 'list-banana', 'celery', 'tuberoza']","['ilang-ilang', 'narciss', 'tuberoza']","['tonka-bean', 'kokos', 'sandal', 'ambergris', 'tuberoza', 'vanil', 'civett']",[],https://aromo.ru/fragrance/musa-paradisiaca/
You Live!,Esika,,"3,0",4 оценки,с 2012,N/A,N/A,N/A,[],"['fern', 'citrus']",[],"['bamboo', 'mandarin', 'morskije-noty']",[],[],https://aromo.ru/fragrance/esika-you-live-98310/
Beautiful Lady In Dark Red,Dzintars,Парфюмерная вода,"0,0",N/A,Парфюмерия масс-маркет,latvia,2018,mass-market,[],['floral'],"['grusha', 'pink-pepper']","['ilang-ilang', 'tuberoza', 'jasmine']","['ambra', 'musk', 'pachuli']",[],https://aromo.ru/fragrance/dzintars-beautiful-lady-in-dark-red-perfume-water-eau-de-parfum-2287906/
D'Amore,Harvey Prince,Парфюмерная вода,"0,0",N/A,Парфюмерная вода,N/A,N/A,N/A,[],"['chypre', 'floral']",[],"['bergamot', 'tonka-bean', 'cyclamen', 'drevesnyje-noty', 'cypress', 'musk', 'pachuli', 'pink-grapefruit', 'sandal', 'vanil', 'vetiver', 'jasmine', 'lily']",[],[],https://aromo.ru/fragrance/harvey-prince-d_amore-1146925/
Toi Mon Amour,Des Filles a la Vanille,Парфюмерная вода,"5,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],['east'],"['orange', 'cedrat']","['iris', 'rose']","['ambra', 'vanil']",[],https://aromo.ru/fragrance/des-filles-a-la-vanille-toi-mon-amour-532150/
Il Giardino Di Boboli,I Profumi di Firenze,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],"['orange', 'grapefruit', 'voda']","['white-flowers', 'bojaryshnik', 'violet', 'ilang-ilang']","['drevesnyje-noty', 'musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/i-profumi-di-firenze-il-giardino-di-boboli-539037/
Al Berwaz,Majid Muzaffar Iterji,Парфюмерная вода,"3,0",1 оценка,с 2007,N/A,N/A,N/A,[],['east'],"['fruity-notes', 'rose']","['ambra', 'oud']","['ambra', 'drevesnyje-noty', 'musk', 'sandal']",[],https://aromo.ru/fragrance/majid-muzaffar-iteri-al-berwaz-perfume-oil-perfume-oil-554219/
Mediterranean,Perfumer H,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],['fruit'],[],"['apelsinovyj-cvet-flerdoranzh', 'arbuz', 'atlas-cedar', 'bergamot', 'granat', 'inzhir', 'iris', 'cypress', 'ladan', 'lemon']",[],[],https://aromo.ru/fragrance/perfumer-h-mediterranean-568799/
Chale Gold D Or,Brian Bossengton,Одеколон,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['wood'],"['bergamot', 'sage', 'green-notes']","['artemizija-polyn', 'lavender', 'juniper', 'timjan']","['white-cedar', 'dubovyj-moh', 'pachuli']",[],https://aromo.ru/fragrance/brian-bossengton-chale-gold-d-or-813721/
Pachou Minimal,Soivohle,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['spicy', 'wood']",[],"['ambretta', 'bergamot', 'grusha', 'ilang-ilang', 'kedr', 'labdanum', 'pachuli', 'peruvian-balsam', 'toluansky-balm', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/soivohle-pachou-minimal-586633/
Aflorá Sedução Intensa,Eudora,,"4,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['abrikos', 'cocoa']",[],[],https://aromo.ru/fragrance/eudora-aflor_-sedu_o-intensa-587389/
Yasameen,Siela,Масляные духи,"0,0",N/A,Масляные духи,N/A,N/A,N/A,[],"['musk', 'wood', 'floral']",[],"['white-musk', 'elemi', 'red-orange', 'sandal', 'jasmine']",[],[],https://aromo.ru/fragrance/siela-yasameen-593645/
Nankun Kodō,Sultan Pasha Attars,Масляные духи,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['east'],[],"['ambretta', 'star-anise', 'cloves', 'hinoki', 'cypress', 'cinnamon', 'ladan', 'musk', 'pachuli', 'fenugreek', 'sandal', 'ambergris', 'siam']",[],[],https://aromo.ru/fragrance/sultan-pasha-attars-nankun-kod-perfume-oil-perfume-oil-609941/
Tropical Coconut,Blushie,Масляные духи,"0,0",N/A,В производстве,N/A,N/A,N/A,[],"['fruit', 'sweet']",[],"['fruity-notes', 'kokos']",[],[],https://aromo.ru/fragrance/blushie-tropical-coconut-93560/
Akragas,Tiziana Terenzi,Духи / Экстракт,"0,0",N/A,Нишевая парфюмерия,italy,2022,niche,"['paolo-terenzi', 'titian-terence']","['wood', 'aromatic', 'mineral']","['grapefruit', 'mirta', 'morskije-vodorosli', 'neroli']","['geranium', 'kedr', 'sea-salt', 'timjan']","['benzoin', 'musk', 'pachuli', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/tiziana-terenzi-akragas-perfume-extract-parfum-extrait-de-parfum-2411055/
Elaine,Richard Hudnut,,"0,0",N/A,с 1912,N/A,N/A,N/A,[],['floral'],[],['floral-notes'],[],[],https://aromo.ru/fragrance/richard-hudnut-elaine-837563/
Vanille,Blancheide,Парфюмерная вода,"0,0",N/A,с 2016,N/A,N/A,N/A,[],['east'],"['ilang-ilang', 'magnolija']","['geliotrop', 'sandal']","['white-musk', 'cocoa', 'praline', 'madagascan-vanilla']",[],https://aromo.ru/fragrance/blancheide-vanille-95069/
Bibelot,Revillon,,"0,0",N/A,В производстве,1947,N/A,N/A,[],['floral'],[],"['white-musk', 'floral-notes']",[],[],https://aromo.ru/fragrance/revillon-bibelot-953549/
Violett Tabak,Ava Luxe,,"0,0",N/A,с 2016,N/A,N/A,N/A,[],"['east', 'wood']",[],"['ambra', 'drevesnyje-noty', 'violet', 'spices', 'tabak']",[],[],https://aromo.ru/fragrance/ava-luxe-violett-tabak-96181/
Vol 870 YUL-CDG,Monsillage,Туалетная вода,"0,0",N/A,Туалетная вода,N/A,N/A,N/A,[],"['fern', 'wood']",[],"['abrikos', 'ambra', 'bergamot', 'ilang-ilang', 'kedr', 'cypress', 'kozha', 'musk', 'osmantus', 'sage', 'fir-resin', 'resins', 'spices']",[],[],https://aromo.ru/fragrance/monsillage-vol-870-yul_cdg-96516/
Трубочное зелье,Art Deco Perfumes,Парфюмерная вода,"5,0",2 оценки,Артизанальная парфюмерия,russian-federation,2019,artisanal-perfumery,[],"['spicy', 'wood']",[],"['tonka-bean', 'dubovyj-moh', 'karamel', 'pachuli', 'tabak', 'vetiver']",[],"['tonka-bean', 'karamel', 'pachuli', 'tabak']",https://aromo.ru/fragrance/art-deco-perfumes-trubochnoe-zele-perfume-water-eau-de-parfum-2044953/
You Live!,Esika,,"3,0",4 оценки,с 2012,N/A,N/A,N/A,[],"['fern', 'citrus']",[],"['bamboo', 'mandarin', 'morskije-noty']",[],[],https://aromo.ru/fragrance/esika-you-live-98310/
Toi Mon Amour,Des Filles a la Vanille,Парфюмерная вода,"5,0",1 оценка,Парфюмерная вода,N/A,N/A,N/A,[],['east'],"['orange', 'cedrat']","['iris', 'rose']","['ambra', 'vanil']",[],https://aromo.ru/fragrance/des-filles-a-la-vanille-toi-mon-amour-532150/
Il Giardino Di Boboli,I Profumi di Firenze,,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['floral'],"['orange', 'grapefruit', 'voda']","['white-flowers', 'bojaryshnik', 'violet', 'ilang-ilang']","['drevesnyje-noty', 'musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/i-profumi-di-firenze-il-giardino-di-boboli-539037/
Al Berwaz,Majid Muzaffar Iterji,Парфюмерная вода,"3,0",1 оценка,с 2007,N/A,N/A,N/A,[],['east'],"['fruity-notes', 'rose']","['ambra', 'oud']","['ambra', 'drevesnyje-noty', 'musk', 'sandal']",[],https://aromo.ru/fragrance/majid-muzaffar-iteri-al-berwaz-perfume-oil-perfume-oil-554219/
Mediterranean,Perfumer H,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],['fruit'],[],"['apelsinovyj-cvet-flerdoranzh', 'arbuz', 'atlas-cedar', 'bergamot', 'granat', 'inzhir', 'iris', 'cypress', 'ladan', 'lemon']",[],[],https://aromo.ru/fragrance/perfumer-h-mediterranean-568799/
Pachou Minimal,Soivohle,,"0,0",N/A,с 2017,N/A,N/A,N/A,[],"['spicy', 'wood']",[],"['ambretta', 'bergamot', 'grusha', 'ilang-ilang', 'kedr', 'labdanum', 'pachuli', 'peruvian-balsam', 'toluansky-balm', 'vanil', 'jasmine']",[],[],https://aromo.ru/fragrance/soivohle-pachou-minimal-586633/
Aflorá Sedução Intensa,Eudora,,"4,0",2 оценки,с 2013,N/A,N/A,N/A,[],"['fruit', 'floral']",[],"['abrikos', 'cocoa']",[],[],https://aromo.ru/fragrance/eudora-aflor_-sedu_o-intensa-587389/
Yasameen,Siela,Масляные духи,"0,0",N/A,Масляные духи,N/A,N/A,N/A,[],"['musk', 'wood', 'floral']",[],"['white-musk', 'elemi', 'red-orange', 'sandal', 'jasmine']",[],[],https://aromo.ru/fragrance/siela-yasameen-593645/
Nankun Kodō,Sultan Pasha Attars,Масляные духи,"0,0",N/A,с 2015,N/A,N/A,N/A,[],['east'],[],"['ambretta', 'star-anise', 'cloves', 'hinoki', 'cypress', 'cinnamon', 'ladan', 'musk', 'pachuli', 'fenugreek', 'sandal', 'ambergris', 'siam']",[],[],https://aromo.ru/fragrance/sultan-pasha-attars-nankun-kod-perfume-oil-perfume-oil-609941/
Chale Gold D Or,Brian Bossengton,Одеколон,"0,0",N/A,В производстве,N/A,N/A,N/A,[],['wood'],"['bergamot', 'sage', 'green-notes']","['artemizija-polyn', 'lavender', 'juniper', 'timjan']","['white-cedar', 'dubovyj-moh', 'pachuli']",[],https://aromo.ru/fragrance/brian-bossengton-chale-gold-d-or-813721/
Vetiver,Brooklyn Perfume Company,Ароматная дымка,"0,0",N/A,Нишевая парфюмерия,united-states,N/A,niche,[],['green'],[],"['clay', 'pochva', 'trava']",[],[],https://aromo.ru/fragrance/brooklyn-perfume-company-vetiver-678507/
Charme de Marseille,Vittorio Bellucci,Туалетная вода,"3,5",2 оценки,Парфюмерия масс-маркет,poland,N/A,mass-market,[],"['sweet', 'floral']","['bergamot', 'bitter-orange', 'grapefruit']","['rose', 'sandal', 'jasmine']","['white-musk', 'pachuli', 'vanil']",[],https://aromo.ru/fragrance/code-8691-charme-de-marseille/
Miami,Nutrimetics,,"3,0",2 оценки,с 2015,N/A,N/A,N/A,[],"['fruit', 'floral']","['jabloko-krasnoje', 'raspberry', 'mandarin', 'peach']","['gardenija', 'marshmallows', 'jasmine']","['coumarin', 'musk', 'sandal', 'vanil']",[],https://aromo.ru/fragrance/nutrimetics-miami-708719/
